crisis_id,crisis_name,discourse_record_id,source_date,actor_id,actor_name,claim_summary,textual_evidence,international_criteria,bargain_actor_context,settlement_context,constitutional_context,source_ids
CR-2018,Electoral law protest and consensus-prime-minister settlement,DISC_2018_002,2018-06-11,PER_013,Christian Louis Ntsay,The 2018 consensus government was framed as a stabilization device to preserve the electoral process and reduce conflict.,The 2018 consensus government was framed as a stabilization device to preserve the electoral process and reduce conflict.,mediator_guarantor_or_oversight_body; INST_HCC; SADC; AU,Hery Martial Rajaonarimampianina Rakotoarimanana; Christian Louis Ntsay; Haute Cour Constitutionnelle; Haute Autorité de la Transition; Southern African Development Community; African Union; Opposition parties and blocs; Political actors / parties; Parliament / National Assembly; incumbent_or_transition_actor; consensus_prime_minister; constitutional_court_or_formalizer; transition_authority; mediator_or_guarantor; mediator_observer_or_norm_enforcer; opposition_actor; participant_or_code_subject; formal_state_actor,HCC-ordered consensus-prime-minister / unity-government arrangement; HCC ordered the end of the government and appointment of a consensus prime minister; political actors reached an agreement that led to Christian Ntsay's appointment and a consensus government for the electoral period.; Appoint a consensus Prime Minister and form a consensus government.; Revise or implement electoral legal framework to permit presidential election.,,DISCSRC_2018_AU; SRC_HCC_2018_DEC18; SRC_BARG_2018_01; ELTSRC_PMVP
CR-2023,Presidential election legitimacy crisis and opposition boycott,DISC_2023_001,2023-11-16,COL_COLLECTIF_CANDIDATS,Collectif des candidats,"Opposition discourse in 2023 framed the election as illegitimate through citizenship, institutional-coup, and exclusion claims.","Opposition discourse in 2023 framed the election as illegitimate through citizenship, institutional-coup, and exclusion claims.",,Opposition parties and blocs; Collectif des candidats; opposition_actor; proposal_author_or_opposition_bloc; opposition,"Collectif des candidats proposal for an interim structure / opposition roadmap; Opposition actors proposed an interim structure/roadmap during the 2023 electoral legitimacy crisis, but it did not become a negotiated national agreement.",,DISCSRC_2023_ALJAZEERA; SRC_COMMONS_2023; SRC_BARG_2023_01
CR-2023,Presidential election legitimacy crisis and opposition boycott,DISC_2023_002,2023-12-16,PER_010,Andry Nirina Rajoelina,Rajoelina’s 2023 claim is coded as electoral mandate/legal continuity after reelection despite opposition contestation.,Rajoelina’s 2023 claim is coded as electoral mandate/legal continuity after reelection despite opposition contestation.,,Opposition parties and blocs; Collectif des candidats; opposition_actor; proposal_author_or_opposition_bloc; opposition,"Collectif des candidats proposal for an interim structure / opposition roadmap; Opposition actors proposed an interim structure/roadmap during the 2023 electoral legitimacy crisis, but it did not become a negotiated national agreement.",,DISCSRC_2023_UKPARL; SRC_COMMONS_2023; SRC_BARG_2023_01; ELTSRC_HOS
CR-2023,Presidential election legitimacy crisis and opposition boycott,DISC_2023_003,2023-10-27,INST_HCC,Haute Cour Constitutionnelle,The HCC framed interim head-of-state functions as legal continuity during the electoral interim period.,The HCC framed interim head-of-state functions as legal continuity during the electoral interim period.,,Opposition parties and blocs; Collectif des candidats; opposition_actor; proposal_author_or_opposition_bloc; opposition,"Collectif des candidats proposal for an interim structure / opposition roadmap; Opposition actors proposed an interim structure/roadmap during the 2023 electoral legitimacy crisis, but it did not become a negotiated national agreement.",,DISCSRC_2023_HCC; SRC_COMMONS_2023; SRC_BARG_2023_01
CR-2025,"Gen Z uprising, CAPSAT defection, Rajoelina vacancy and military head-of-state transition",DISC_2025_001,2025-10-14,COL_GENZ,Gen Z / youth protest movement,"Gen Z mobilization is coded as youth/popular legitimacy built around public-service grievances, corruption, poverty, and rejection of the incumbent order.","Gen Z mobilization is coded as youth/popular legitimacy built around public-service grievances, corruption, poverty, and rejection of the incumbent order.",INST_HCC,Michaël Randrianirina; Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; transition_head_or_recipient; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; military_elite; military; judicial_constitutional; regional_organization,"HCC Decision n°10-HCC/D3 on resolution of the 2025 political/institutional crisis; HCC ruled on a request concerning exit from the political and institutional crisis, recognized abandonment/vacancy logic and allowed military authority under Colonel Michaël Randrianirina to exercise head-of-state functions.; Recognize vacancy/incapacity and designate authority to exercise head-of-state functions.",E-2025-01; recognizes vacancy and invites military authority to exercise Head-of-State functions while institutions continue; formalized_transition_or_exception,DISCSRC_2025_REUTERS_POWERGRAB; SRC_HCC_2025_DEC10; SRC_BARG_2025_01; SRC_HCC_2025_10
CR-2025,"Gen Z uprising, CAPSAT defection, Rajoelina vacancy and military head-of-state transition",DISC_2025_002,2025-10-14,PER_015,Michaël Randrianirina,"Randrianirina/CAPSAT authority is coded through military arbitration, order restoration, and claimed response to popular mobilization.","Randrianirina/CAPSAT authority is coded through military arbitration, order restoration, and claimed response to popular mobilization.",INST_HCC,Michaël Randrianirina; Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; transition_head_or_recipient; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; military_elite; military; judicial_constitutional; regional_organization,"HCC Decision n°10-HCC/D3 on resolution of the 2025 political/institutional crisis; HCC ruled on a request concerning exit from the political and institutional crisis, recognized abandonment/vacancy logic and allowed military authority under Colonel Michaël Randrianirina to exercise head-of-state functions.; Recognize vacancy/incapacity and designate authority to exercise head-of-state functions.",E-2025-01; recognizes vacancy and invites military authority to exercise Head-of-State functions while institutions continue; formalized_transition_or_exception,DISCSRC_2025_REUTERS_POWERGRAB; SRC_HCC_2025_DEC10; SRC_BARG_2025_01; SRC_HCC_2025_10; ELTSRC_HOS
CR-2025,"Gen Z uprising, CAPSAT defection, Rajoelina vacancy and military head-of-state transition",DISC_2025_003,2025-10-14,INST_HCC,Haute Cour Constitutionnelle,The HCC framed the 2025 rupture through vacancy/abandonment and formal recognition of a new authority to exercise Head-of-State functions.,The HCC framed the 2025 rupture through vacancy/abandonment and formal recognition of a new authority to exercise Head-of-State functions.,INST_HCC,Michaël Randrianirina; Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; transition_head_or_recipient; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; military_elite; military; judicial_constitutional; regional_organization,"HCC Decision n°10-HCC/D3 on resolution of the 2025 political/institutional crisis; HCC ruled on a request concerning exit from the political and institutional crisis, recognized abandonment/vacancy logic and allowed military authority under Colonel Michaël Randrianirina to exercise head-of-state functions.; Recognize vacancy/incapacity and designate authority to exercise head-of-state functions.",E-2025-01; recognizes vacancy and invites military authority to exercise Head-of-State functions while institutions continue; formalized_transition_or_exception,DISCSRC_2025_HCC10; SRC_HCC_2025_DEC10; SRC_BARG_2025_01; SRC_HCC_2025_10
CR-2025,"Gen Z uprising, CAPSAT defection, Rajoelina vacancy and military head-of-state transition",DISC_2025_004,2025-10-14,PER_010,Andry Nirina Rajoelina,Rajoelina-aligned counter-discourse is coded as anti-coup/legal continuity and rejection of military takeover after his departure.,Rajoelina-aligned counter-discourse is coded as anti-coup/legal continuity and rejection of military takeover after his departure.,INST_HCC,Michaël Randrianirina; Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; transition_head_or_recipient; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; military_elite; military; judicial_constitutional; regional_organization,"HCC Decision n°10-HCC/D3 on resolution of the 2025 political/institutional crisis; HCC ruled on a request concerning exit from the political and institutional crisis, recognized abandonment/vacancy logic and allowed military authority under Colonel Michaël Randrianirina to exercise head-of-state functions.; Recognize vacancy/incapacity and designate authority to exercise head-of-state functions.",E-2025-01; recognizes vacancy and invites military authority to exercise Head-of-State functions while institutions continue; formalized_transition_or_exception,DISCSRC_2025_CONSTITUTIONNET; SRC_HCC_2025_DEC10; SRC_BARG_2025_01; SRC_HCC_2025_10
CR-2025-26,Refoundation transition and roadmap legitimacy crisis,DISC_2026_001,2026-02-28,PER_015,Michaël Randrianirina,"The Refoundation Programme frames the transition through national refoundation, consultations, future constitutional redesign, and a managed electoral timetable.","The Refoundation Programme frames the transition through national refoundation, consultations, future constitutional redesign, and a managed electoral timetable.",mediator_guarantor_or_oversight_body; INST_HCC; COL_CONSULTATION_PARTICIPANTS; INST_SADC; FFKM; SADC,Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; National consultation participants; Council of Christian Churches in Madagascar / FFKM; Civil society organizations; Southern African Development Community; Michaël Randrianirina; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; consulted_actor_categories; moral_or_religious_mediator; participant_or_consulted_actor; mediator_or_guarantor; transition_head_or_recipient; military; judicial_constitutional,"HCC Decision n°16-HCC/D3 on the Refoundation authority; National Consultation for Refoundation / Fifth Republic process; SADC framework for Madagascar transition oversight and draft National Roadmap; Draft National Roadmap / Programme de la Refondation; Clarified the Refoundation authority and the military-led transition structure, consolidating the post-October 2025 executive arrangement.; National consultation launched to support refoundation, constitutional reform and preparation of a possible Fifth Republic. It is a process rather than a signed agreement.; SADC approved deployment of a Panel of Elders, called for restoration of peace, constitutional order and democracy, and directed Madagascar to submit a dialogue-readiness report and draft National Roadmap by 28 Feb 2026 with periodic updates.; Roadmap/programme intended to organize the transition, national dialogue, constitutional reform and electoral timetable toward a return to constitutional order.; Organize the Refoundation authority and clarify transitional hierarchy.; Conduct national consultations for refoundation and Fifth Republic process.; Submit a national roadmap and accept regional oversight/mediation.; Define transition timetable, consultations, referendum and elections under refoundation roadmap.",E-2025-02; E-2026-01; interprets authority of President of Refoundation and recognizes high councillors; sets roadmap toward refoundation and Fifth Republic constitution-making; formalized_transition_or_exception,DISCSRC_2026_REFOUNDATION; SRC_AFRICANEWS_2026_ROADMAP; SRC_BARG_2025_02; SRC_BARG_2025_03; SRC_BARG_2025_04; SRC_BARG_2026_01; SRC_HCC_2025_16; SRC_AMANI_2026_REFOUND
CR-2025-26,Refoundation transition and roadmap legitimacy crisis,DISC_2026_002,2026-05-11,INST_SADC,Southern African Development Community,"International/regional discourse in 2026 emphasizes transition timing, return to elections, and stabilization under regional scrutiny.","International/regional discourse in 2026 emphasizes transition timing, return to elections, and stabilization under regional scrutiny.",mediator_guarantor_or_oversight_body; INST_HCC; COL_CONSULTATION_PARTICIPANTS; INST_SADC; FFKM; SADC,Malagasy military / armed forces; Haute Cour Constitutionnelle; African Union; National consultation participants; Council of Christian Churches in Madagascar / FFKM; Civil society organizations; Southern African Development Community; Michaël Randrianirina; coercive_or_transfer_actor; constitutional_court_or_formalizer; mediator_observer_or_norm_enforcer; consulted_actor_categories; moral_or_religious_mediator; participant_or_consulted_actor; mediator_or_guarantor; transition_head_or_recipient; military; judicial_constitutional,"HCC Decision n°16-HCC/D3 on the Refoundation authority; National Consultation for Refoundation / Fifth Republic process; SADC framework for Madagascar transition oversight and draft National Roadmap; Draft National Roadmap / Programme de la Refondation; Clarified the Refoundation authority and the military-led transition structure, consolidating the post-October 2025 executive arrangement.; National consultation launched to support refoundation, constitutional reform and preparation of a possible Fifth Republic. It is a process rather than a signed agreement.; SADC approved deployment of a Panel of Elders, called for restoration of peace, constitutional order and democracy, and directed Madagascar to submit a dialogue-readiness report and draft National Roadmap by 28 Feb 2026 with periodic updates.; Roadmap/programme intended to organize the transition, national dialogue, constitutional reform and electoral timetable toward a return to constitutional order.; Organize the Refoundation authority and clarify transitional hierarchy.; Conduct national consultations for refoundation and Fifth Republic process.; Submit a national roadmap and accept regional oversight/mediation.; Define transition timetable, consultations, referendum and elections under refoundation roadmap.",E-2025-02; E-2026-01; interprets authority of President of Refoundation and recognizes high councillors; sets roadmap toward refoundation and Fifth Republic constitution-making; formalized_transition_or_exception,DISCSRC_2026_AFRICANEWS; SRC_AFRICANEWS_2026_ROADMAP; SRC_BARG_2025_02; SRC_BARG_2025_03; SRC_BARG_2025_04; SRC_BARG_2026_01; SRC_HCC_2025_16; SRC_AMANI_2026_REFOUND
